Doc,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20
163,0.01,0.01,0.01,0.01,12.109344,0.01,0.01,0.01,3.910659,0.01,0.01,0.01,0.01,0.01,1.009997,0.01,0.01,0.01,0.01,0.01
164,0.01,0.01,9.010191,0.01,0.01,0.01,0.01,4.066091,27.433615,0.01,0.01,1.180958,0.01,32.359138,0.01,0.01,0.01,0.01,0.01,0.01
165,0.01,0.01,0.01,0.01,9.885764,0.01,0.01,0.01,9.792233,0.01,0.01,0.01,0.01,11.352008,2.009996,0.01,0.01,0.01,0.01,0.01
166,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,14.895016,0.01,0.01,3.124986,0.01,0.01,0.01
167,0.01,0.01,0.01,0.01,13.989827,0.01,0.01,0.01,9.085627,0.01,0.01,73.954559,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
168,0.01,49.010044,0.01,0.01,0.01,0.01,0.01,13.366138,3.053839,0.01,0.01,0.01,0.01,53.32613,0.01,0.01,0.01,0.01,203.293808,0.01
169,0.01,0.01,0.01,0.01,0.01,0.01,0.01,19.060785,24.959213,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
170,0.01,0.01,0.01,0.01,24.745272,0.01,0.01,10.465418,31.775026,0.01,0.01,0.01,0.01,63.054245,0.01,0.01,0.01,0.01,0.01,1.01003
171,0.01,1.010006,10.575964,0.01,94.321289,0.01,0.01,84.092888,0.01,0.01,1.151316,0.01,0.01,89.263031,1.14435,0.01,0.01,1.010004,0.01,2.521118
172,0.01,0.01,4.279669,0.01,2.30673,0.01,0.01,34.978615,5.321965,0.01,0.01,0.01,0.01,0.01,0.01,0.01,15.163019,0.01,0.01,0.01
173,0.01,0.01,1.162176,0.01,23.911255,0.01,0.01,8.016623,0.01,0.01,28.779938,0.01,0.01,43.562904,5.466784,0.01,0.01,0.01,0.01,1.170305
174,0.01,0.01,0.01,0.01,3.29826,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,19.721739,0.01,0.01,0.01,0.01,0.01,0.01
175,0.01,0.01,7.657192,0.01,63.225456,0.01,0.01,5.013447,0.01,1.010005,0.01,0.01,0.01,194.710114,28.340279,0.01,2.391567,0.01,6.627847,1.114048
176,0.01,0.01,0.01,0.01,15.744919,0.01,0.01,19.737949,4.212924,0.01,8.004321,0.01,0.01,151.038193,0.01,0.01,2.520589,0.01,0.01,2.811011
177,0.01,0.01,0.01,0.01,2.598905,0.01,0.01,27.421097,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
178,0.01,0.01,0.01,0.01,30.256418,0.01,0.01,0.01,0.01,0.01,0.01,46.468075,0.01,9.305479,0.01,0.01,0.01,0.01,0.01,0.01
179,0.01,0.01,0.01,3.01003,16.592712,0.01,0.01,46.7953,18.36735,0.01,0.01,5.833467,0.01,38.461128,0.01,0.01,0.01,0.01,0.01,0.01
180,0.01,0.01,0.01,0.01,10.380425,0.01,0.01,0.01,7.744155,0.01,0.01,3.905421,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
181,0.01,0.01,0.01,0.01,15.610126,0.01,0.01,46.673038,3.159757,0.01,0.01,7.597083,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
182,0.01,0.01,0.01,0.01,28.210035,0.01,0.01,0.01,4.976688,0.01,6.666272,14.187002,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
183,0.01,0.01,0.01,0.01,7.915739,0.01,0.01,32.378513,0.01,0.01,0.01,0.01,0.01,21.735741,0.01,0.01,0.01,0.01,0.01,0.01
184,0.01,0.01,0.01,0.01,12.575503,0.01,0.01,0.01,0.01,0.01,17.519827,31.245777,0.01,10.698888,0.01,0.01,0.01,0.01,0.01,0.01
185,0.01,0.01,0.01,0.01,28.519333,0.01,0.01,0.01,0.01,0.01,20.54911,0.01,0.971,41.000546,0.01,0.01,0.01,0.01,0.01,0.01
186,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,21.010002,0.01,0.01,0.01,0.01,0.01,0.01
187,0.01,0.01,0.01,0.01,61.144409,0.01,0.01,0.01,27.835701,0.01,4.623353,0.01,0.01,36.436539,0.01,0.01,0.01,0.01,0.01,0.01
188,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.163377,0.01,0.01,0.01,0.01,9.790305,0.01,0.01,3.076319,0.01,0.01,0.01
189,0.01,0.01,0.01,0.01,26.573744,0.01,0.01,31.7197,0.01,0.01,0.01,4.914586,0.01,14.831973,0.01,0.01,0.01,0.01,0.01,0.01
190,0.01,0.01,3.260159,0.01,6.335297,0.01,0.01,61.332764,14.523951,0.01,0.01,0.01,0.01,41.597824,0.01,0.01,0.01,0.01,0.01,0.01
191,0.01,0.01,0.01,0.01,18.735434,0.01,0.01,0.01,0.01,0.01,0.01,4.943115,0.01,7.351453,0.01,0.01,0.01,0.01,0.01,0.01
192,0.01,0.01,12.359208,0.01,79.924141,0.01,0.01,481.147919,133.781326,0.01,2.993361,27.683266,1.009941,350.579407,0.01,0.01,2.497239,0.01,1.123792,0.01
193,0.01,0.01,0.01,0.01,32.609165,0.01,0.01,74.744438,49.075302,0.01,0.01,3.795947,0.01,3.985676,21.01021,0.01,7.849251,0.01,0.01,0.01
194,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.800505,1.087132,0.01,0.01,0.01,0.01,27.142363,0.01,0.01,0.01,0.01,0.01,0.01
195,0.01,49.010014,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.009986,0.01,0.01,0.01,32.614025,0.01,0.01,0.01,0.01,207.40593,0.01
196,0.01,0.01,0.01,0.01,4.219327,0.01,0.01,14.200473,0.01,0.01,0.01,0.01,0.01,11.6102,0.01,0.01,0.01,0.01,0.01,0.01
197,0.01,0.01,0.01,2.010016,0.01,0.01,0.01,2.012844,0.01,0.01,0.01,0.01,0.01,34.08744,0.01,0.01,0.01,0.01,0.01,0.929699
198,0.01,0.01,0.01,0.01,19.880199,0.01,0.01,0.01,5.755188,0.01,1.989589,0.01,0.01,4.41502,0.01,0.01,0.01,0.01,0.01,0.01
199,0.01,0.01,0.01,1.009993,28.60216,0.01,0.01,26.138411,0.01,0.01,0.01,31.496698,1.009986,14.802739,0.01,0.01,0.01,0.01,0.01,0.01
200,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10.751562,0.01,0.01,0.01,0.01,4.268438,0.01,0.01,0.01,0.01,0.01,0.01
201,1.009951,0.01,9.064863,0.01,39.922211,0.01,0.01,42.186424,0.01,0.01,0.01,27.524368,0.01,60.352161,0.01,0.01,0.01,0.01,0.01,0.01
202,0.01,0.01,0.01,0.01,6.991806,0.01,0.01,713.397766,0.01,0.01,0.01,183.900635,205.131546,130.186905,0.01,0.01,0.01,0.01,1.451762,0.01
203,0.01,0.01,0.01,0.01,0.01,0.01,0.01,42.863632,20.701571,0.01,0.01,10.743679,0.01,38.29723,7.443885,0.01,0.01,0.01,0.01,0.01
204,1.780763,0.01,0.01,0.01,47.976505,0.01,0.01,1.802559,4.258028,0.01,0.01,57.232136,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
205,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6.347982,0.01,0.01,0.01,0.01,0.01,81.672012,1.010008,0.01,0.01,0.01,0.01,0.01
206,0.01,0.01,4.334303,0.01,0.01,0.01,0.01,26.845531,0.01,0.01,0.01,0.01,0.01,2.850169,0.01,0.01,0.01,0.01,0.01,1.009999
207,0.01,0.01,6.61425,0.01,8.352775,0.01,0.01,45.530323,0.01,0.01,0.01,3.07029,0.01,14.389287,0.01,0.01,0.01,0.01,0.01,1.103068
208,0.01,0.01,1.723469,0.01,3.300999,0.01,0.01,1.282988,6.784887,0.01,0.01,0.01,0.01,19.957655,0.01,0.01,0.01,0.01,0.01,0.01
209,0.01,0.01,0.01,0.01,0.01,0.01,0.01,22.010002,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
210,0.01,0.01,0.01,0.01,38.726368,0.01,0.01,11.068847,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.234785,0.01,0.01,0.01
211,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.821764,0.01,0.01,0.01,0.01,0.01,138.198166,0.01,0.01,0.01,6.010046,0.01,0.01
212,0.01,0.01,0.01,0.01,4.42487,0.01,0.01,39.989384,2.16098,0.01,1.030867,4.443897,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
213,0.01,0.01,0.01,0.01,10.150245,0.01,0.01,0.01,7.346102,0.01,0.01,28.569796,0.01,5.997116,0.01,0.01,0.01,0.01,0.01,3.986735
214,0.01,0.01,10.008254,0.01,0.01,0.01,0.01,19.160315,7.277884,0.01,0.01,13.419474,0.01,85.184097,0.01,0.01,0.01,0.01,0.01,0.01
215,0.01,0.01,0.01,0.01,0.01,0.01,0.01,52.01001,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
216,0.01,0.01,1.119084,0.01,13.938716,0.01,0.01,0.01,0.01,0.01,0.01,12.299736,0.01,18.826384,0.01,0.01,0.01,0.01,0.01,36.866089
217,0.01,0.01,12.939247,0.01,6.12079,0.01,0.01,68.162727,0.01,0.01,2.166785,0.01,0.01,21.635792,0.01,0.01,0.01,0.01,1.034654,0.01
218,0.01,0.01,0.01,0.01,7.692701,0.01,0.01,38.946537,0.01,0.01,1.110903,18.289852,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
219,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
220,0.01,0.01,0.01,0.01,9.922334,0.01,0.01,1.527609,5.934555,0.01,5.655503,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
221,0.01,0.01,7.83705,0.01,4.089554,0.01,0.01,44.652245,8.46115,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
222,0.01,0.01,0.01,0.01,23.79343,0.01,0.01,0.01,0.01,0.01,0.01,5.769832,0.01,28.466742,0.01,0.01,0.01,0.01,0.01,0.01
223,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.011807,0.01,0.01,0.01,0.01,5.008193,0.01
224,0.01,0.01,0.01,0.01,2.589626,0.01,0.01,0.01,8.864917,0.01,0.01,6.093613,0.01,28.491846,0.01,0.01,0.01,0.01,0.01,0.01
225,0.01,0.01,0.01,0.01,5.255805,0.01,0.01,13.682496,1.657356,0.01,4.444344,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
226,0.01,0.01,0.01,0.01,27.909447,0.01,2.010036,23.597027,11.649754,0.01,0.01,15.883731,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
227,0.01,0.01,0.01,0.01,25.421209,0.01,0.01,0.01,0.01,0.01,2.598789,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
228,0.01,0.01,1.193137,0.01,0.01,0.01,0.01,24.372765,3.464097,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
229,0.01,0.01,4.114751,0.01,7.175742,0.01,0.01,50.154209,0.01,0.01,0.01,0.01,0.01,11.585087,0.01,0.01,2.020204,0.01,0.01,1.009999
230,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12.026799,0.01,0.01,0.01,0.01,0.01,7.993201,0.01,0.01,0.01,0.01,0.01,0.01
231,0.01,1.009982,0.01,0.01,0.01,0.01,0.01,75.010017,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
232,0.01,0.01,0.01,0.01,17.161581,0.01,0.01,7.858437,0.01,0.01,0.01,0.01,1.009984,0.01,0.01,0.01,0.01,0.01,0.01,0.01
233,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.977727,0.01,0.01,0.01,0.01,5.042273,0.01,0.01,0.01,0.01,0.01,0.01
234,0.01,0.01,0.01,0.01,3.666211,0.01,0.01,7.965279,0.01,0.01,0.01,0.01,0.01,3.398509,0.01,0.01,0.01,0.01,0.01,0.01
235,0.01,0.01,0.01,0.01,52.820274,0.01,1.010008,6.101974,0.01,0.01,58.879227,0.01,0.01,107.1362,0.01,0.01,1.112327,0.01,0.01,0.01
236,0.01,0.01,0.01,0.01,3.58899,0.01,0.01,0.01,6.181567,0.01,0.01,10.206904,0.01,25.062534,0.01,2.01,0.01,0.01,0.01,0.01
237,0.01,0.01,0.01,0.01,0.01,0.01,0.01,45.433804,0.01,0.01,0.01,8.586193,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
238,0.01,0.01,6.034667,0.01,20.328325,0.01,0.01,50.95203,21.022985,0.01,0.01,0.01,0.806706,287.027557,14.01005,0.01,0.01,0.01,110.897583,0.01
239,0.01,0.01,0.01,0.01,0.01,0.01,0.01,34.009995,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
240,0.01,0.01,0.01,0.01,14.061006,0.01,0.01,217.226685,81.50843,0.01,0.01,55.83873,0.01,67.401085,0.01,0.01,0.01,0.01,0.01,1.023962
241,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.147274,0.01,0.01,0.01,0.01,15.872726,0.01,0.01,2.01,0.01,0.01,0.01
242,0.01,0.01,0.01,0.01,8.121396,0.01,0.01,0.01,0.01,0.01,6.430987,0.01,0.01,23.477615,0.01,0.01,0.01,0.01,0.01,0.01
243,0.01,0.01,0.01,0.01,47.032192,0.01,0.01,0.01,0.01,0.01,0.01,46.987793,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
244,0.01,0.01,9.626617,0.01,52.858223,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.545156,0.01,0.01,0.01,0.01,0.01,0.01
245,0.01,0.01,0.01,0.01,2.534871,0.01,0.01,1.576167,9.216653,0.01,0.01,0.01,0.01,119.783195,0.01,0.01,0.01,0.01,26.939089,0.01
246,2.684125,0.01,5.440553,0.01,35.662613,0.01,0.01,139.824127,7.757452,0.01,0.01,0.01,0.01,32.193394,0.01,0.01,3.507725,0.01,0.01,0.01
247,0.01,0.01,3.102315,0.01,0.01,0.01,0.01,15.168842,57.807789,0.01,0.01,0.01,0.01,1.961068,0.01,0.01,0.01,0.01,0.01,0.01
248,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7.863201,0.01,0.01,0.01,0.01,0.01,104.936417,0.01,0.01,0.01,0.01,0.01,2.230398
249,0.01,0.01,0.01,0.01,108.17588,1.009989,1.009991,26.599867,69.12281,0.01,0.01,1.284224,0.01,64.027557,0.01,0.01,1.849643,0.01,0.01,0.01
250,0.01,0.01,0.01,0.01,0.01,0.01,0.01,220.472702,79.589127,0.01,0.01,9.661762,10.635291,32.239449,0.01,0.01,0.01,0.01,0.01,22.461636
251,0.01,0.01,0.01,0.01,5.3944,0.01,0.01,4.170236,0.01,0.01,0.01,6.40231,0.01,4.073056,0.01,0.01,0.01,0.01,0.01,0.01
252,0.01,0.01,1.071793,0.01,0.072277,0.01,0.01,550.092834,38.263073,0.01,0.01,161.810928,1.180846,66.615395,0.01,0.01,0.01,0.964616,3.018173,0.01
253,0.01,0.01,0.01,0.01,0.01,0.01,0.01,145.053711,10.03829,0.01,0.01,23.789829,0.01,40.158138,0.01,0.01,0.01,0.01,0.01,0.01
254,0.01,0.01,4.167967,0.01,21.883537,0.01,0.01,66.785225,40.513805,0.01,3.098206,25.743782,0.01,0.01,0.01,0.01,2.877455,0.01,0.01,0.01
255,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.15451,0.01,0.01,0.01,0.01,0.01,25.86549,0.01,0.01,0.01,0.01,0.01,0.01
256,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,31.009995,0.01,0.01,0.01,0.01,0.01,0.01
257,0.01,0.01,1.166334,1.01001,81.690773,0.01,0.01,16.489162,74.327782,0.01,0.01,102.592705,1.776879,61.624756,0.01,0.01,3.010785,0.01,3.410798,0.01
258,0.01,0.01,0.01,0.01,3.724203,0.01,0.01,9.669555,0.01,0.01,0.01,12.636242,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
259,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11.618652,0.01,0.01,0.01,6.401346,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
260,0.01,0.01,0.01,0.01,0.01,0.01,0.01,70.532822,0.01,0.01,2.242769,0.01,0.01,42.164116,0.01,0.01,0.01,0.01,1.100278,0.01
261,0.01,0.01,0.01,0.01,2.787505,0.01,0.01,24.2612,0.01,0.01,0.01,53.554901,0.01,18.436375,0.01,0.01,0.01,0.01,0.01,0.01
262,0.01,0.01,0.01,0.01,0.01,0.01,0.01,18.738119,0.01,0.01,6.299843,0.01,0.01,0.01,0.01,0.01,5.992037,0.01,0.01,0.01
263,0.01,0.01,2.594519,0.01,3.951042,0.01,0.01,52.832043,13.257566,0.01,0.01,2.414825,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
264,0.01,0.01,3.117947,0.01,3.787987,0.01,0.01,2.630114,0.01,0.01,0.01,0.01,0.01,4.503952,0.01,0.01,0.01,0.01,0.01,0.01
265,1.009998,0.01,0.01,0.01,0.01,0.01,0.01,357.887054,27.251526,0.01,0.01,1.617092,0.01,19.284021,0.01,0.01,0.01,0.01,0.01,0.01
266,0.01,0.01,0.01,0.01,0.01,0.01,0.01,17.642183,4.798594,0.01,0.01,4.18335,0.01,395.271362,0.01,0.01,0.01,0.01,0.01,2.154345
267,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,23.512379,0.01,0.01,0.01,0.01,5.507622,0.01
268,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.180597,0.01,0.01,0.01,0.01,0.01,10.839404,0.01,0.01,0.01,0.01,0.01,0.01
269,0.01,0.01,0.01,0.01,0.01,0.01,0.01,34.642326,14.377666,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
270,0.01,0.01,0.01,0.01,0.01,0.01,0.01,59.317951,19.059504,0.01,0.01,0.01,0.01,39.652534,0.01,0.01,0.01,0.01,0.01,0.01
271,0.01,0.01,0.982085,0.01,6.571001,0.01,0.01,3.995847,0.01,0.01,4.063316,0.01,0.01,20.437752,0.01,0.01,0.01,0.01,0.01,0.01
272,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
273,0.01,0.01,0.01,0.01,5.313986,0.01,0.01,0.01,0.01,0.01,0.01,3.488338,0.01,15.227676,0.01,0.01,0.01,0.01,0.01,0.01
274,0.01,0.01,0.01,0.01,4.183163,0.01,0.01,0.01,0.01,0.01,0.01,3.543438,0.01,17.303398,0.01,0.01,0.01,0.01,0.01,0.01
275,0.01,0.01,0.01,0.01,0.01,0.01,0.01,35.763786,9.25621,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
276,0.01,0.01,0.01,0.01,2.754928,0.01,0.01,5.555919,21.795282,0.01,0.01,22.151075,0.01,61.792793,0.01,0.01,0.01,0.01,0.01,0.01
277,0.01,0.01,0.01,0.01,10.556446,0.01,0.01,7.365549,0.01,0.01,1.074899,10.788583,0.01,20.264524,0.01,0.01,0.01,0.01,0.01,0.01
278,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5.01,0.01,0.01,0.01,0.01,0.01,0.01
279,0.01,0.01,2.930703,0.01,0.01,0.01,0.01,3.244316,0.01,0.01,0.01,0.01,0.01,3.854981,0.01,0.01,0.01,0.01,0.01,0.01
280,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,46.035007,0.01,0.01,31.984978,0.01,0.01,0.01
281,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7.549473,0.01,9.699063,0.01,0.01,6.665008,0.01,0.01,1.126457,0.01,0.01,0.01
282,0.01,0.01,1.031232,0.01,20.929495,0.01,0.01,42.457558,0.01,0.01,0.01,0.01,0.01,8.941602,11.690109,0.01,0.01,0.01,0.01,0.01
283,0.01,0.01,5.639465,0.01,54.114838,0.01,0.01,122.466957,1.734144,0.01,9.343419,13.296322,0.01,11.404488,0.01,0.01,0.01,0.01,1.080366,0.01
284,0.01,0.01,0.01,0.01,6.323754,0.01,0.01,29.31535,0.01,0.01,0.01,54.023098,0.890197,17.497601,0.01,0.01,0.01,0.01,0.01,0.01
285,0.01,0.01,0.01,0.01,50.926281,0.01,0.01,14.535833,0.01,0.01,0.01,3.197512,0.01,29.380373,0.01,0.01,0.01,0.01,0.01,0.01
286,0.01,0.01,0.01,0.01,0.01,0.01,0.01,60.94812,4.736942,0.01,0.01,0.01,2.908129,37.446785,0.01,0.01,0.01,0.01,0.01,0.01
287,0.01,0.01,0.01,0.01,0.01,0.01,0.01,16.62965,0.01,0.01,0.01,0.01,0.01,16.390352,0.01,0.01,0.01,0.01,0.01,0.01
288,0.01,0.01,0.01,0.01,0.01,0.01,0.01,127.661278,0.01,0.01,0.01,3.660626,0.01,12.708075,0.01,0.01,0.01,0.01,0.01,0.01
289,0.01,0.01,0.01,0.01,7.734889,0.01,0.01,0.01,6.099542,0.01,0.01,9.207455,0.01,0.01,0.01,0.998115,0.01,0.01,0.01,0.01
290,0.01,0.01,6.33423,0.01,0.01,0.01,0.01,6.713706,0.01,0.01,0.01,0.01,0.01,10.206118,0.01,0.01,5.785945,0.01,0.01,0.01
291,0.01,0.01,10.258561,0.01,44.560661,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,22.086391,0.01,0.01,1.134386,0.01,0.01,0.01
292,0.01,0.01,3.740779,0.01,28.354761,0.01,0.01,33.446362,0.01,0.01,0.01,5.498092,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
293,0.01,0.01,0.01,0.01,9.659181,0.01,0.01,17.350502,0.01,0.01,0.01,0.01,7.010081,124.020233,0.01,0.01,0.01,0.01,0.01,0.01
294,0.01,0.01,0.01,0.01,3.092818,0.01,0.01,3.521959,9.742495,0.01,1.664943,0.01,0.01,56.027775,0.01,0.01,0.01,0.01,0.01,0.01
295,0.01,0.01,0.01,0.01,238.662781,0.01,0.01,0.01,27.260147,0.01,39.791809,1.505858,0.01,26.829325,0.01,0.01,0.01,0.01,0.01,0.01
296,0.01,0.01,0.01,0.01,0.01,0.01,0.01,18.226662,0.01,0.01,0.01,0.01,0.01,6.793342,0.01,0.01,0.01,0.01,0.01,0.01
297,0.01,0.01,0.01,0.01,8.096261,0.01,0.01,0.01,0.01,0.01,0.01,6.230363,0.01,9.898345,1.81503,0.01,0.01,0.01,0.01,0.01
298,0.01,0.01,0.01,0.01,0.01,0.01,0.01,27.466021,3.560724,0.01,0.01,1.003254,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
299,0.01,0.01,7.102796,0.01,49.151253,0.01,0.01,5.548184,0.01,0.01,0.01,0.01,0.01,4.237764,0.01,0.01,0.01,0.01,0.01,0.01
300,0.01,0.01,0.01,0.01,31.277678,0.01,0.01,11.982256,1.452374,0.01,0.01,0.01,0.01,11.327692,0.01,0.01,0.01,0.01,0.01,0.01
301,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.685133,0.01,0.01,0.01,0.01,2.334867,0.01,0.01,0.01,0.01,0.01,0.01
302,0.01,0.01,0.01,0.01,0.01,0.01,0.01,28.267403,34.142921,0.01,0.01,7.619674,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
303,0.01,0.01,1.338396,0.01,21.35853,0.01,0.01,53.953423,0.01,0.01,0.01,0.01,0.01,135.584152,0.01,0.01,17.546738,0.01,0.01,20.278763
304,0.01,0.01,2.098861,0.01,182.044891,0.01,0.01,0.01,0.01,0.01,0.01,15.459291,0.01,2.436951,0.01,0.01,0.01,0.01,0.01,0.01
305,0.01,0.01,0.01,0.01,32.84726,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6.172743,0.01,0.01,0.01,0.01,0.01,0.01
306,0.01,0.01,14.938122,1.009631,1089.875244,0.01,0.01,111.996628,1137.317139,0.01,99.753334,104.491432,0.01,2310.419434,0.01,1.009717,4.25156,3.009702,0.01,3.040534
307,0.01,0.01,4.508911,0.01,5.499634,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,13.021456,0.01,0.01,0.01,0.01,0.01,0.01
308,0.01,0.01,1.825592,0.01,0.01,0.01,1.010005,120.664627,1.824781,0.01,0.01,0.01,0.01,47.725018,0.01,0.01,0.01,0.01,0.01,0.01
309,0.01,0.01,0.01,0.01,34.466373,0.01,0.01,33.585327,36.135834,0.01,2.80336,3.913713,0.01,30.15538,0.01,0.01,0.01,0.01,0.01,0.01
310,0.01,0.01,0.01,0.01,0.01,0.01,0.01,15.885843,0.01,0.01,2.860391,18.637123,0.01,8.656642,0.01,0.01,0.01,0.01,0.01,0.01
311,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.446217,0.01,0.01,0.01,0.01,0.01,7.573783,0.01,0.01,0.01,0.01,0.01,0.01
312,0.01,0.01,0.01,0.01,0.01,0.01,0.01,60.084373,14.359222,0.01,0.01,0.01,0.01,22.586409,0.01,0.01,0.01,0.01,0.01,0.01
313,0.01,0.01,0.01,0.01,0.01,0.01,0.01,13.896893,0.01,0.01,0.01,0.01,0.01,8.123107,0.01,0.01,0.01,0.01,0.01,0.01
314,0.01,0.01,0.01,0.01,22.698931,0.01,0.01,29.56764,2.763431,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
315,0.01,0.01,9.477884,0.01,52.255463,0.01,0.01,66.102409,0.01,0.01,0.01,0.01,0.713478,10.500742,0.01,0.01,0.01,0.01,0.01,0.01
316,0.01,0.01,0.01,0.01,33.897587,0.01,0.01,9.646546,1.562869,0.01,5.177455,0.01,0.01,20.694832,0.01,0.01,0.01,0.01,0.01,1.080707
317,0.01,0.01,0.01,0.01,2.318453,0.01,0.01,3.463764,0.01,0.01,0.01,0.01,0.01,34.204105,0.01,0.01,3.053668,0.01,0.01,0.01
318,0.01,0.01,0.01,0.01,0.01,0.01,0.01,47.881561,0.01,0.01,0.01,0.01,0.886398,154.594315,0.01,0.01,2.677763,0.01,0.01,0.01
319,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10.01,0.01,0.01,0.01,0.01,0.01,0.01
320,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.669201,14.434769,0.01,0.01,0.01,0.01,0.01,0.926033,0.01,0.01,0.01,0.01,0.01
321,0.01,0.01,0.01,0.01,46.938087,0.01,0.01,0.01,32.85136,0.01,0.01,0.01,0.01,22.869812,0.01,0.01,0.01,0.01,1.380729,0.01
322,0.01,0.01,0.01,0.01,37.579998,0.01,0.01,3.828291,0.01,0.01,0.01,0.01,0.01,1.621708,0.01,0.01,0.01,0.01,0.01,0.01
323,0.01,0.01,0.01,0.01,13.020098,0.01,0.01,13.637659,0.01,0.01,2.769581,13.00135,0.01,91.621323,0.01,0.01,0.01,0.01,0.01,0.01
324,0.01,0.01,0.01,0.01,30.541279,0.01,0.01,6.402896,0.01,0.01,0.01,5.252825,0.01,13.843,0.01,0.01,0.01,0.01,0.01,0.01
